spoid,name,type
SBC087611,"University of Kerala,PHO36",Student Branch Chapter
SCH60040529,University of Kerbala,Academic
SCH09381,University of Khartoum,Academic
STB09381,University of Khartoum,Student Branch
1-25QE8D5,University of Klagenfurt,Academic
SCH2535984,University of Koblenz and Landau,Academic
SCH40298032,University of Kragujevac,Academic
SCH60041918,University of Kufa,Academic
SCH60040786,University of Kurdistan,Academic
SCH21531,University of Kwazulu-Natal,Academic
STB21531,University of Kwazulu-Natal,Student Branch
HKN243,"University of KwaZulu-Natal, Mu Eta",Affinity
SCH2515883,University of L'Aquila,Academic
STB60061,University of La Frontera,Student Branch
SCH60061,University of La Frontera,Academic
SBA60061,"University of La Frontera,WIE",Affinity
SCH23596825,University of La Laguna,Academic
SCH60209208,University of Laghouat,Academic
STB60209208,University of Laghouat,Student Branch
SBC60209208,"University of Laghouat,GRS29",Student Branch Chapter
STB92061,University of Lagos,Student Branch
SCH92061,University of Lagos,Academic
SBC92061,"University of Lagos,IE13",Student Branch Chapter
STB14751,University of Lahore,Student Branch
SCH14751,University of Lahore,Academic
SBA14751S,University of Lahore SIGHT,Affinity
SBC14751A,"University of Lahore,IA34",Student Branch Chapter
SBC14751,"University of Lahore,PE31",Student Branch Chapter
SBC14751B,"University of Lahore,RA24",Student Branch Chapter
SBC14751D,"University of Lahore,SEN39",Student Branch Chapter
SBC14751C,"University of Lahore,SMC28",Student Branch Chapter
SBA14751,"University of Lahore,WIE",Affinity
SCH41340737,University of Latvia,Academic
SCH60094699,University of Lausanne,Academic
SCH03401,University of Leeds,Academic
STB03401,University of Leeds,Student Branch
SBC03401,"University of Leeds,PE31",Student Branch Chapter
SBC03401A,"University of Leeds,RA24",Student Branch Chapter
SCH41501311,University of Leoben,Academic
A4681,University of Lethbridge,Academic
SCH17181,University of Liberal Arts Bangladesh,Academic
STB17181,University of Liberal Arts-Bangladesh,Student Branch
SBC17181,"University of Liberal Arts-Bangladesh,C16",Student Branch Chapter
SBC17181A,"University of Liberal Arts-Bangladesh,RA24",Student Branch Chapter
SBA17181,"University of Liberal Arts-Bangladesh,WIE",Affinity
SCH40084013,University of Liberia,Academic
SCH60177825,University of Library Studies and Information Tech,Academic
SCH60098927,University of Liechtenstein,Academic
SCH03621,University of Liege-Sart Tilman,Academic
STB03621,University of Liege-Sart Tilman,Student Branch
SCH2508363,University of Lille,Academic
SCH02881,University of Lille,Academic
STB02881,University of Lille,Student Branch
SBC02881,"University of Lille,CAS04",Student Branch Chapter
SBC02881B,"University of Lille,CIS11",Student Branch Chapter
SBC02881A,"University of Lille,SSC37",Student Branch Chapter
SBA02881,"University of Lille,WIE",Affinity
SCH2536173,University of Limerick,Academic
STB2536173,University of Limerick,Student Branch
SBC2536173A,"University of Limerick,ITSS38",Student Branch Chapter
SBC2536173,"University of Limerick,OE22",Student Branch Chapter
SCH41274900,University of Lincoln,Academic
SCH60110041,University of Lisbon,Academic
SCH11772,University of Lisbon - Faculty of Sciences,Academic
STB11772,University of Lisbon - Faculty of Sciences,Student Branch
SBC11772,"University of Lisbon,GRS29",Student Branch Chapter
SCH2505513,University of Liverpool,Academic
STB2505513,University of Liverpool,Student Branch
SCH11771,University of Ljubljana,Academic
STB11771,University of Ljubljana,Student Branch
SCH41476068,University of Lleida,Academic
SCH41640356,University of London - Goldsmith College,Academic
A43478,University of Louisiana Monroe,Academic
HKN091,"University of Louisiana-Lafayette,Delta Tau",Affinity
STB00931,University of Louisville,Student Branch
A12104,University of Louisville,Academic
HKN118,"University of Louisville, Epsilon Chi",Affinity
SCH60213666,University of M'Sila,Academic
STB60213666,University of M'Sila,Student Branch
SCH37931,University of Macau,Academic
STB37931,University of Macau,Student Branch
SBC37931,"University of Macau,IA34",Student Branch Chapter
SBC37931A,"University of Macau,PE31",Student Branch Chapter
SBC37931B,"University of Macau,PEL35",Student Branch Chapter
SCH40078950,University of Macedonia,Academic
STB40078950,University of Macedonia,Student Branch
SBC40078950,"University of Macedonia,RA24",Student Branch Chapter
SCH40362953,University of Madeira,Academic
SCH20621,University of Magallanes,Academic
STB20621,University of Magallanes,Student Branch
SBC20621,"University of Magallanes,C16",Student Branch Chapter
SBC2062B,"University of Magallanes,CAS04",Student Branch Chapter
SBC2062A,"University of Magallanes,PE31",Student Branch Chapter
SCH60101628,University of Maiduguri,Academic
A7412,University of Maine,Academic
STB00961,University of Maine,Student Branch
HKN082,"University of Maine,Delta Kappa",Affinity
SBC00961A,"University of Maine,PE31",Student Branch Chapter
1-G64ALD,University of Maine-Farmington,Academic
SCH2518543,University of Malawi,Academic
SCH02611,University of Malaya,Academic
STB02611,University of Malaya,Student Branch
SBC02611,"University of Malaya,C16",Student Branch Chapter
SBC02611B,"University of Malaya,CAS04",Student Branch Chapter
SBC02611A,"University of Malaya,EP21",Student Branch Chapter
SBA02611,"University of Malaya,WIE",Affinity
SCH81561,University of Malta,Academic
STB81561,University of Malta,Student Branch
SCH62591,University of Management & Technology - Lahore,Academic
STB62591,University of Management & Technology - Lahore,Student Branch
SBC62591,"University of Management & Technology - Lahore,C16",Student Branch Chapter
SBC62591A,"University of Management & Technology-Lahore,COM19",Student Branch Chapter
SBA62591,"University of Management and Technology, WIE",Affinity
STB00991,University of Manitoba,Student Branch
A13306,University of Manitoba,Academic
SBC00991,"University of Manitoba,C16",Student Branch Chapter
SBC00991A,"University of Manitoba,EMB18",Student Branch Chapter
SBC00991D,"University of Manitoba,GRS29",Student Branch Chapter
SBC00991B,"University of Manitoba,IA34",Student Branch Chapter
SBC00991C,"University of Manitoba,IA34/PEL35/PE31",Student Branch Chapter
SCH20421,University of Maribor,Academic
STB20421,University of Maribor,Student Branch
SCH40162930,University of Marilia,Academic
SCH60216633,University of Mary,Academic
1-PY7IRH,University of Maryland College Park Foundation,Academic
STB22744946,University of Maryland Global Campus,Student Branch
A13909,University of Maryland Global Campus (was UMUC),Academic
1-5FY89F,University of Maryland University College,Academic
STB34091,University of Maryland-Baltimore County,Student Branch
A43231,University of Maryland-Baltimore County,Academic
HKN062,"University of Maryland-College Park, Gamma Xi",Affinity
A17994,University of Massachusetts Chan Medical School,Academic
HKN134,"University of Massachusetts Dartmouth, Zeta Xi",Affinity
STB00941,University of Massachusetts-Lowell,Student Branch
A11767,University of Massachusetts-Lowell,Academic
HKN102,"University of Massachusetts-Lowell, Epsilon Zeta",Affinity
SBC00941,"University of Massachusetts-Lowell,C16",Student Branch Chapter
SBC00941A,"University of Massachusetts-Lowell,PE31",Student Branch Chapter
STB18571,University of Mauritius,Student Branch
SCH18571,University of Mauritius,Academic
SCH60226151,University of Medicine and Pharmacy of Timisoara,Academic
SCH06001,University of Melbourne,Academic
STB06001,University of Melbourne,Student Branch
SBC06001,"University of Melbourne,IA34",Student Branch Chapter
SBA06001,"University of Melbourne,WIE",Affinity
A1168,University of Memphis,Academic
STB10151,University of Memphis,Student Branch
SCH05931,University of Mendoza,Academic
SCH41462555,University of Messina,Academic
A4959,University of Miami,Academic
STB01091,University of Miami,Student Branch
SCH60100230,University of Miami Information Technology,Academic
SBC01091,"University of Miami,C16",Student Branch Chapter
HKN106,"University of Miami,Epsilon Kappa",Affinity
A43550,University of Michigan-Ann Arbor,Academic
STB01121,University of Michigan-Ann Arbor,Student Branch
HKN029,"University Of Michigan-Ann Arbor, Beta Epsilon",Affinity
SBC01121A,"University of Michigan-Ann Arbor,GRS29",Student Branch Chapter
SBC01121C,"University of Michigan-Ann Arbor,SSC37",Student Branch Chapter
SBC01121,"University of Michigan-Ann Arbor,UFFC20",Student Branch Chapter
STB94911,University of Michigan-Dearborn,Student Branch
A13666,University of Michigan-Dearborn,Academic
HKN163,"University Of Michigan-Dearborn, Theta Tau",Affinity
A2471,University of Minnesota,Academic
SCH2539044,University of Miskolc,Academic
HKN120,"University of Mississippi, Epsilon Omega",Affinity
STB01171,University of Missouri,Student Branch
A12549,University of Missouri,Academic
1-18Q-1368,University of Missouri Science & Tech,Academic
A15605,University of Missouri St. Louis,Academic
SBC01171,"University of Missouri,C16",Student Branch Chapter
HKN009,"University of Missouri,Iota",Affinity
HKN160,"University of Missouri-Kansas City, Theta Pi",Affinity
SCH60203125,University of Missouri-St. Louis,Academic
STB2581403,University of Missouri-St. Louis,Student Branch
1-71JZFE4,University of Mobile,Academic
SCH40116053,University of Mogi das Cruzes,Academic
SCH60106337,University of Mohaghegh Ardabili,Academic
SCH40305856,University of Monastir,Academic
SCH2513423,University of Mons-Hainaut,Academic
SCH06161,University of Montenegro,Academic
STB06161,University of Montenegro,Student Branch
1-5ZOH5QS,University of Montreal,Academic
SCH10741,University of Moratuwa-Sri Lanka,Academic
STB10741,University of Moratuwa-Sri Lanka,Student Branch
SBA10741,"University of Moratuwa-Sri Lanka, WIE",Affinity
SBC10741C,"University of Moratuwa-Sri Lanka,C16",Student Branch Chapter
SBC10741Q,"University of Moratuwa-Sri Lanka,CAS04",Student Branch Chapter
SBC10741M,"University of Moratuwa-Sri Lanka,CIS11",Student Branch Chapter
SBC10741F,"University of Moratuwa-Sri Lanka,COM19",Student Branch Chapter
SBC10741D,"University of Moratuwa-Sri Lanka,EMB18",Student Branch Chapter
SBC10741O,"University of Moratuwa-Sri Lanka,GRS29",Student Branch Chapter
SBC10741E,"University of Moratuwa-Sri Lanka,IA34",Student Branch Chapter
SBC10741H,"University of Moratuwa-Sri Lanka,IE13",Student Branch Chapter
SBC10741N,"University of Moratuwa-Sri Lanka,ITSS38",Student Branch Chapter
SBC10741P,"University of Moratuwa-Sri Lanka,MTT17",Student Branch Chapter
SBC10741I,"University of Moratuwa-Sri Lanka,NPS05",Student Branch Chapter
SBC10741K,"University of Moratuwa-Sri Lanka,PC26",Student Branch Chapter
SBC10741A,"University of Moratuwa-Sri Lanka,PE31",Student Branch Chapter
SBC10741G,"University of Moratuwa-Sri Lanka,PEL35",Student Branch Chapter
SBC10741B,"University of Moratuwa-Sri Lanka,RA24",Student Branch Chapter
SBC10741J,"University of Moratuwa-Sri Lanka,SP01",Student Branch Chapter
SBC10741L,"University of Moratuwa-Sri Lanka,TEM14",Student Branch Chapter
SCH60026425,University of Morelia,Academic
SCH14009,University of Mostar,Academic
STB14009,University of Mostar,Student Branch
SCH2509883,University of Mosul,Academic
SCH60210258,University of Mount Union,Academic
STB60210258,University of Mount Union,Student Branch
SBC60210258,"University of Mount Union,MTT17",Student Branch Chapter
SCH2521514,University of Munster,Academic
SCH40000259,University of Murcia,Academic
SCH60055907,University of Music and Performing Arts,Academic
SCH2518533,University Of Nairobi,Academic
SCH10110,University of Nairobi,Academic
STB10110,University of Nairobi,Student Branch
SBC10110D,"University of Nairobi,AP03",Student Branch Chapter
SBC10110B,"University of Nairobi,CAS04",Student Branch Chapter
SBC10110C,"University of Nairobi,GRS29",Student Branch Chapter
SBC10110A,"University of Nairobi,MTT17",Student Branch Chapter
SBC10110,"University of Nairobi,RA24",Student Branch Chapter
SBA10110,"University of Nairobi,WIE",Affinity
SCH60094626,University of Namibia,Academic
SCH2506393,University Of Naples Federico II,Academic
SCH40000129,University of Navarra,Academic
HKN047,"University Of Nebraska-Lincoln, Beta Psi",Affinity
SCH2512773,University of Neuchatel,Academic
A42516,University of Nevada-Las Vegas,Academic
STB24041,University of Nevada-Las Vegas,Student Branch
A6442,University of Nevada-Reno,Academic
STB01231,University of Nevada-Reno,Student Branch
SBC01231A,"University of Nevada-Reno,IA34",Student Branch Chapter
SBC01231,"University of Nevada-Reno,PE31",Student Branch Chapter
HKN167,"University of Nevada-Reno,Theta Psi",Affinity
STB01251,University of New Brunswick,Student Branch
A6585,University of New Brunswick,Academic
SBC01251A,"University of New Brunswick,IA34",Student Branch Chapter
SBC01251B,"University of New Brunswick,PEL35",Student Branch Chapter
SBA01251,"University of New Brunswick,WIE",Affinity
SCH40146959,University of New England,Academic
A11532,University of New Haven,Academic
STB03821,University of New Haven,Student Branch
HKN137,"University of New Haven,Zeta Rho",Affinity
A44667,University of New Mexico,Academic
HKN087,"University of New Mexico, Delta Omicron",Affinity
HKN185,"University of New Orleans, Iota Rho",Affinity
SCH09141,University of New South Wales - Canberra,Academic
STB09141,University of New South Wales - Canberra,Student Branch
SBC09141,"University of New South Wales - Canberra,GRS29",Student Branch Chapter
SBC09141C,"University of New South Wales - Canberra,SMC28",Student Branch Chapter
STB33561,University of New South Wales - Sydney,Student Branch
SCH33561,University of New South Wales - Sydney,Academic
SBA33561,"University of New South Wales,WIE",Affinity
SBC09141B,"University of New South Wales-Canberra,RA24,EMB18",Student Branch Chapter
HKN136,"University of New York at Buffalo, Zeta Pi",Affinity
A34769,University Of Newcastle,Academic
SCH60180745,University of Ngaoundere,Academic
STB12651,University of Nicosia,Student Branch
SCH12651,University of Nicosia,Academic
SCH06141,University of Nigeria-Nsukka,Academic
STB17931,University of Nis,Student Branch
SCH17931,University of Nis,Academic
SCH12341,University of Nizwa,Academic
STB12341,University of Nizwa,Student Branch
SCH60110749,University of North Carolina,Academic
SCH60239012,University of North Carolina at Pembroke,Academic
A42441,University of North Carolina Greensboro,Academic
STB61281,University of North Carolina-Asheville,Student Branch
1-1R1QVF,University of North Carolina-Asheville,Academic
A840,University of North Carolina-Charlotte,Academic
STB17041,University of North Carolina-Charlotte,Student Branch
HKN213,"University of North Carolina-Charlotte,Kappa Phi",Affinity
SBC17041A,"University of North Carolina-Charlotte,PE31",Student Branch Chapter
SBC17041,"University of North Carolina-Charlotte,RA24",Student Branch Chapter
SBA17041,"University of North Carolina-Charlotte,WIE",Affinity
A9313,University of North Dakota,Academic
STB01341,University of North Dakota,Student Branch
HKN089,"University of North Dakota,Delta Rho",Affinity
SBC01341A,"University of North Dakota,EMB18",Student Branch Chapter
SBC01341B,"University of North Dakota,PE31/PEL35",Student Branch Chapter
A10115,University of North Florida,Academic
STB06291,University of North Florida,Student Branch
HKN205,"University of North Florida, Kappa Nu",Affinity
SBC06291,"University of North Florida,C16",Student Branch Chapter
SBC0629A,"University of North Florida,COM19",Student Branch Chapter
1-19RW6KC,University of North Texas,Academic
STB12641,University of North Texas,Student Branch
HKN220,"University of North Texas, Lambda Zeta",Affinity
SBC12641B,"University of North Texas,C16",Student Branch Chapter
SBC12641C,"University of North Texas,EMB18",Student Branch Chapter
SBC12641,"University of North Texas,RA24",Student Branch Chapter
SBC12641A,"University of North Texas,SP01",Student Branch Chapter
1-25GOAK3,University of Northwestern St. Paul,Academic
1-7WBZRIB,University of Notre Dame,Academic
HKN090,"University of Notre Dame, Delta Sigma",Affinity
STB13111,University of Nottingham - Malaysia Campus,Student Branch
SCH13111,University of Nottingham - Malaysia Campus,Academic
SBC13111,"University of Nottingham - Malaysia Campus,EP21",Student Branch Chapter
SCH60095334,University of Nottingham Ningbo China,Academic
SCH28441,University of Novi Sad,Academic
STB28441,University of Novi Sad,Student Branch
HKN038,"University Of Oklahoma-Norman, Beta Xi",Affinity
SBC01441A,"University of Oklahoma-Norman, MTT17/AP03",Student Branch Chapter
A42712,University of Ontario Institute of Technology,Academic
SCH40298161,University of Oradea,Academic
SCH60181224,University of Oran 2 Mohamed Ben Ahmed,Academic
SCH2513833,University of Oriente,Academic
SCH2599303,University of Oriente Venezuela,Academic
SCH2521043,University of Oslo,Academic
SCH40100329,University Of Oslo,Academic
STB01471,University of Ottawa,Student Branch
A5770,University of Ottawa,Academic
SBC01471A,"University of Ottawa,PHO36",Student Branch Chapter
SBA01471,"University of Ottawa,WIE",Affinity
SCH60115865,University of Ouaga I Pr Joseph Ki-Zerbo,Academic
STB02901,University of Oulu,Student Branch
SCH02901,University of Oulu,Academic
SCH60040984,University of oulu,Academic
SCH2507963,University of Oxford - Brasenose College,Academic
SCH2509213,University of Oxford - Hertford College,Academic
SCH2509323,University of Oxford - Jesus College,Academic
SCH2509243,University of Oxford - The Queen'S College,Academic
STB03251,University of Padova,Student Branch
SCH03251,University of Padova,Academic
SCH08261,University of Palermo,Academic
STB08261,University of Palermo,Student Branch
SBC08261A,"University of Palermo,CIS11",Student Branch Chapter
SCH60177954,University of Palestine,Academic
SCH41556639,University of Pamplona,Academic
STB41556639,University of Pamplona,Student Branch
SBC41556639,"University of Pamplona,CIS11",Student Branch Chapter
SBC41556639A,"University of Pamplona,PE31",Student Branch Chapter
STB50291,University of Pannonia,Student Branch
SCH50291,University of Pannonia,Academic
SCH60061429,University of Pannonia,Academic
SCH41388368,University of Pardubice,Academic
SCH2537613,University of Paris-Saclay,Academic
SCH32061,University of Passau,Academic
STB50001,University of Patras,Student Branch
SCH50001,University of Patras,Academic
SCH60209394,University Of Patras,Academic
SBC50001A,"University of Patras,C16",Student Branch Chapter
SBC50001B,"University of Patras,EMB18",Student Branch Chapter
SBC50001C,"University of Patras,PE31",Student Branch Chapter
SCH60112487,University of Pecs,Academic
SCH60202015,University of Peloponnese,Academic
STB07731,University of Peloponnese-Patras,Student Branch
SCH07731,University of Peloponnese-Patras,Academic
SBC07731,"University of Peloponnese-Patras,CAS04",Student Branch Chapter
SCH13031,University of Peloponnese-Tripolis,Academic
A5116,University of Pennsylvania,Academic
STB01511,University of Pennsylvania,Student Branch
HKN011,"University of Pennsylvania, Lambda",Affinity
SBC01511,"University of Pennsylvania,C16",Student Branch Chapter
SBC18711B,"University of Peradeniy,IA34",Student Branch Chapter
SBC18711A,"University of Peradeniy,PE31",Student Branch Chapter
STB18711,University of Peradeniya,Student Branch
SCH18711,University of Peradeniya,Academic
SBA18711,University of Peradeniya WIE,Affinity
SBC18711F,"University of Peradeniya,C16",Student Branch Chapter
SBC18711E,"University of Peradeniya,COM19",Student Branch Chapter
SBC18711C,"University of Peradeniya,MTT17",Student Branch Chapter
SBC18711D,"University of Peradeniya,RA24",Student Branch Chapter
SCH60060452,University of Pernambuco,Academic
STB60060452,University of Pernambuco,Student Branch
SCH60209104,University of Perpetual Help System-Laguna,Academic
SCH40186294,University of Perpignan,Academic
SCH2534424,University of Perugia,Academic
SCH10115,University of Petra,Academic
STB10115,University of Petra,Student Branch
SBC10115,"University of Petra,CIS11",Student Branch Chapter
1-7ZYFDBT,University of Petrosani,Academic
SCH60104124,University of Phayao,Academic
1-20TE9LL,University of Phoenix - Las Vegas,Academic
STB64381,University of Picardie Jules Verne,Student Branch
SCH64381,University of Picardie Jules Verne,Academic
SBC64381A,"University of Picardie Jules Verne,IA34",Student Branch Chapter
1-87Z6CFE,University of Pinar del Rio,Academic
SCH63361,University of Piraeus,Academic
1-48PQG4N,University of Piraeus,Academic
SCH41492087,University of Pitesti,Academic
A4546,University of Pittsburgh,Academic
STB01521,University of Pittsburgh,Student Branch
A9979,University of Pittsburgh -Johnstown,Academic
HKN028,"University of Pittsburgh,Beta Delta",Affinity
SBC01521,"University of Pittsburgh,C16",Student Branch Chapter
SBC01521B,"University of Pittsburgh,PE31,PEL35",Student Branch Chapter
SBC01521A,"University of Pittsburgh,RA24",Student Branch Chapter
SCH45891533,University of Plymouth,Academic
SCH18651,University of Port Harcourt,Academic
STB18651,University of Port Harcourt,Student Branch
SCH2507213,University of Portsmouth,Academic
SCH15111,University of Pretoria,Academic
STB15111,University of Pretoria,Student Branch
SBC1511A,"University of Pretoria, PE31",Student Branch Chapter
SBC151111,"University of Pretoria,COM19",Student Branch Chapter
SBC15111C,"University of Pretoria,IA34",Student Branch Chapter
SBC15111D,"University of Pretoria,MTT17/AP03/EMC27",Student Branch Chapter
SBA15111,"University of Pretoria,WIE",Affinity
1-D6LEE3,University of Primorska,Academic
SCH60129826,University of Prince Mugrin,Academic
SCH60105845,University of Prishtina,Academic
SCH60227102,University of Professional Studies-Accra,Academic
STB60227102,University of Professional Studies-Accra,Student Branch
SCH09431941,University of Puerto Rico,Academic
SCH40078518,University of Puerto Rico,Academic
STB61221,University of Puerto Rico at Aguadilla,Student Branch
SCH61221,University of Puerto Rico at Aguadilla,Academic
SCH41267267,University of Puerto Rico at Ponce,Academic
SCH08311,University of Puerto Rico Bayamon,Academic
SCH41573577,"University of Puerto Rico, Medical Sciences Campus",Academic
STB08311,University of Puerto Rico-Bayamon,Student Branch
SCH60024500,University of Puerto Rico-Rio Piedras,Academic
SCH60206045,University of Quebec at Rimouski-Levis,Academic
1-1G95XX,University of Quebec in Outaouais,Academic
STB06821,University of Queensland,Student Branch
SCH06821,University of Queensland,Academic
SBC068211A,"University of Queensland,IA34",Student Branch Chapter
HKN247,"University of Queensland,Mu Kappa",Affinity
SBC068211,"University of Queensland,PE31",Student Branch Chapter
SCH03102,University of Rajshahi,Academic
STB03102,University of Rajshahi,Student Branch
SBC03102D,"University of Rajshahi,AP03",Student Branch Chapter
SBC03102C,"University of Rajshahi,C16",Student Branch Chapter
SBC03102B,"University of Rajshahi,PE31",Student Branch Chapter
SBC03102A,"University of Rajshahi,RA24",Student Branch Chapter
SBC03102,"University of Rajshahi,SP01",Student Branch Chapter
SBA03102,"University of Rajshahi,WIE",Affinity
SCH2505083,University of Reading,Academic
STB08581,University of Regina,Student Branch
A43093,University of Regina,Academic
SCH40176064,University of Reunion Island,Academic
A8967,University of Richmond,Academic
SCH65171,University of Rijeka Croatia,Academic
STB65171,University of Rijeka Croatia,Student Branch
SBC65171A,"University of Rijeka Croatia, C16",Student Branch Chapter
SBC65171B,"University of Rijeka Croatia, PE31",Student Branch Chapter
STB01641,University of Rochester,Student Branch
A4409,University of Rochester,Academic
HKN284,"University of Rochester, Nu Rho Chapter",Affinity
SCH2515283,University of Rostock,Academic
SCH41251745,University of Rousse,Academic
STB10441,University of Ruhuna,Student Branch
SCH10441,University of Ruhuna,Academic
SBC10441E,"University of Ruhuna,C16",Student Branch Chapter
SBC10441D,"University of Ruhuna,COM19",Student Branch Chapter
SBC10441A,"University of Ruhuna,IA34",Student Branch Chapter
SBC10441C,"University of Ruhuna,PE31",Student Branch Chapter
SBC10441B,"University of Ruhuna,RA24",Student Branch Chapter
SBA10441,"University of Ruhuna,WIE",Affinity
SCH66622,University of Ruse,Academic
STB66622,University of Ruse,Student Branch
SBC66622,"University of Ruse,EP21",Student Branch Chapter
SCH60178287,University of Rwanda,Academic
STB60178287,University of Rwanda,Student Branch
SCH60098626,University of Saida,Academic
SCH03108,University of Saint Francis Xavier,Academic
STB03108,University of Saint Francis Xavier,Student Branch
STB10101,University of Salento,Student Branch
SCH10101,University of Salento,Academic
STB63041,University of Salerno,Student Branch
SCH63041,University of Salerno,Academic
SCH40000126,University of Salzburg,Academic
HKN199,"University of San Diego, Kappa Eta",Affinity
STB17391,University of Sanata Dharm,Student Branch
SCH17391,University of Sanata Dharm,Academic
SCH40294178,University of Sannio,Academic
SCH2537063,University of Santiago de Compostela,Academic
STB98011,University of Santo Tomas,Student Branch
SCH92301,University of Sarajevo,Academic
STB92301,University of Sarajevo,Student Branch
A34601,University Of Sarajevo,Academic
SBC92301D,"University of Sarajevo,C16",Student Branch Chapter
SBC92301C,"University of Sarajevo,COM19",Student Branch Chapter
SBC92301A,"University of Sarajevo,IA34",Student Branch Chapter
SBC92301B,"University of Sarajevo,PE31",Student Branch Chapter
SCH15114,University of Sargodha,Academic
STB15114,University of Sargodha,Student Branch
SCH60124624,University of Sargodha Lahore Campus,Academic
A4259,University of Saskatchewan,Academic
STB01771,University of Saskatchewan,Student Branch
SBC01771,"University of Saskatchewan,NANO42",Student Branch Chapter
SBC01771A,"University of Saskatchewan,PE31",Student Branch Chapter
SBA01771,"University of Saskatchewan,WIE",Affinity
SCH41666573,University of Science & Tech Houari Boumediene,Academic
SCH99068,University of Science & Technology Chittagong,Academic
STB99068,University of Science & Technology Chittagong,Student Branch
SBC08781A,"University of Science and Tech of China,ED15",Student Branch Chapter
SBC08781B,"University of Science and Tech of China,PHO36",Student Branch Chapter
SBC08781,"University of Science and Tech of China,SSC37",Student Branch Chapter
SBC08781C,"University of Science and Tech of China,UFFC20",Student Branch Chapter
SCH2513223,University of Science and Tech-Algeria,Academic
SCH60037211,University of Science and Technology Beijing,Academic
SCH60094738,University of Science and Technology Liaoning,Academic
1-FEBCUN,University of Science and Technology of China,Academic
SCH08781,University of Science and Technology of China,Academic
STB08781,University of Science and Technology of China,Student Branch
SCH60156864,University of Science and Technology of Fujairah,Academic
1-7XCCKKY,University of Science and Technology of Hanoi,Academic
SCH60100882,University of Science Ho Chi Minh City,Academic
SCH60209140,University of Sciences and Arts in Lebanon,Academic
SBC2534533,"University of Sciences and Tech of Oran,AES10",Student Branch Chapter
SCH2534533,University of Sciences and Technology of Oran,Academic
STB2534533,University of Sciences and Technology of Oran,Student Branch
STB94801,University of Scranton,Student Branch
A5492,University of Scranton,Academic
HKN226,"University of Scranton, Lambda Nu",Affinity
SBC94801,"University of Scranton,ED15",Student Branch Chapter
SCH41238285,University of Seoul,Academic
SCH40003306,University of Sfax,Academic
SCH60207157,University of Shanghai for Science and Technology,Academic
STB63371,University of Sharjah,Student Branch
SCH63371,University of Sharjah,Academic
SBC63371,"University of Sharjah,C16",Student Branch Chapter
SBA63371,"University of Sharjah,WIE",Affinity
SCH60209388,University of Shiga Prefecture,Academic
SCH2504773,University of Siegen,Academic
SCH2518673,University of Sierra Leone,Academic
SCH41599832,University of Silesia in Katowice,Academic
STB05751,University of Sindh (IICT),Student Branch
SCH05751,University of Sindh (IICT),Academic
SCH60209257,University of Skikda,Academic
SCH41447629,University of Skovde,Academic
SCH60047295,University of South Africa,Academic
HKN155,"University of South Alabama, Theta Lambda",Affinity
SCH64310,University of South Asia - Pakistan,Academic
STB64310,University of South Asia - Pakistan,Student Branch
SBC64310,"University of South Asia - Pakistan, IA34",Student Branch Chapter
SBC64310A,"University of South Asia - Pakistan, RA24",Student Branch Chapter
SBC64310B,"University of South Asia - Pakistan,COM19/PE31",Student Branch Chapter
A25036,University of South Australia,Academic
STB01801,University of South Carolina,Student Branch
A9991,University of South Carolina,Academic
1-I5WADD,University of South Carolina Beaufort,Academic
1-2PQORTD,University of South Carolina Upstate,Academic
HKN093,"University of South Carolina, Delta Phi",Affinity
SBC01801C,"University of South Carolina,IA34",Student Branch Chapter
SBC01801B,"University of South Carolina,PE31",Student Branch Chapter
SBC01801A,"University of South Carolina,PEL35",Student Branch Chapter
STB06451,University of South Florida,Student Branch
A4716,University of South Florida,Academic
1-RXS0C1,University of South Florida Polytechnic,Academic
HKN206,"University of South Florida, Kappa Xi",Affinity
SBC0645C,"University of South Florida,ED15",Student Branch Chapter
SCH2531843,University of South Wales,Academic
SCH60098703,University of South-East Europe Lumina,Academic
SCH60108314,University of South-Eastern Norway,Academic
STB09551,University of Southampton,Student Branch
SCH09551,University of Southampton,Academic
SBC09551,"University of Southampton, PE31",Student Branch Chapter
SBC09551A,"University of Southampton, PHO36",Student Branch Chapter
SBA09551,"University of Southampton, WIE",Affinity
A13001,University of Southern California,Academic
STB01831,University of Southern California,Student Branch
HKN020,"University of Southern California, Upsilon",Affinity
SBC01831,"University of Southern California,UFFC20",Student Branch Chapter
SCH2504963,University of Southern Denmark,Academic
A14117,University of Southern Mississippi,Academic
STB83001,University of Southern Mississippi,Student Branch
SBC83001,"University of Southern Mississippi, OE22",Student Branch Chapter
A12356,University of Southern Mississippi-Gulf Park,Academic
STB33411,University of Southern Queensland,Student Branch
SCH33411,University of Southern Queensland,Academic
SCH04961,University of Split,Academic
STB04961,University of Split,Student Branch
SBC04961A,"University of Split, C16",Student Branch Chapter
SCH10088,University of Sri Jayewardenepura,Academic
STB10088,University of Sri Jayewardenepura,Student Branch
1-380SIZI,University of Sri Jayewardenepura,Academic
SBC10088A,"University of Sri Jayewardenepura,C16",Student Branch Chapter
SBC10088D,"University of Sri Jayewardenepura,COM19",Student Branch Chapter
SBC10088B,"University of Sri Jayewardenepura,EMB18",Student Branch Chapter
SBC10088F,"University of Sri Jayewardenepura,GRS29",Student Branch Chapter
SBC10088,"University of Sri Jayewardenepura,IE13",Student Branch Chapter
