issue,unit_spoid,unit_name,unit_type,unit_status,related_spoid,related_name,related_type,related_status
parent does not list unit as child,SBC17091F,"Universidad de San Carlos de Guatemala,ED15",Student Branch Chapter,Active,ED015,IEEE Electron Devices Society,Society,Active
parent does not list unit as child,SBC17091E,"Universidad de San Carlos de Guatemala,IA34",Student Branch Chapter,Active,IA034,IEEE Industry Applications Society,Society,Active
parent does not list unit as child,SBC17091C,"Universidad de San Carlos de Guatemala,PE31",Student Branch Chapter,Active,PE031,IEEE Power & Energy Society,Society,Active
parent does not list unit as child,SBC17091B,"Universidad de San Carlos de Guatemala,RA24",Student Branch Chapter,Active,RA024,IEEE Robotics and Automation Society,Society,Active
parent does not list unit as child,SBA17091,"Universidad de San Carlos de Guatemala,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBA62541,Universidad de San Martin de Porres (WIE),Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBC62541B,"Universidad de San Martin de Porres, C16",Student Branch Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,SBC625411,"Universidad de San Martin de Porres, COM19",Student Branch Chapter,Active,COM019,IEEE Communications Society,Society,Active
parent does not list unit as child,SBC62541C,"Universidad de San Martin de Porres, EMB18",Student Branch Chapter,Active,EMB018,IEEE Engineering Medicine and Biology Society,Society,Active
parent does not list unit as child,SBC92021,"Universidad de Santiago de Chile,C16/COM19",Student Branch Chapter,Active,COM019,IEEE Communications Society,Society,Active
parent does not list unit as child,SBC92021,"Universidad de Santiago de Chile,C16/COM19",Student Branch Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,SBC92021D,"Universidad de Santiago de Chile,CIS11",Student Branch Chapter,Active,CIS011,IEEE Computational Intelligence Society,Society,Active
parent does not list unit as child,SBC92021E,"Universidad de Santiago de Chile,CS23",Student Branch Chapter,Active,CS023,IEEE Control Systems Society,Society,Active
parent does not list unit as child,SBC92021C,"Universidad de Santiago de Chile,EMB18",Student Branch Chapter,Active,EMB018,IEEE Engineering Medicine and Biology Society,Society,Active
parent does not list unit as child,SBC92021B,"Universidad de Santiago de Chile,PE31",Student Branch Chapter,Active,PE031,IEEE Power & Energy Society,Society,Active
parent does not list unit as child,SBC92021A,"Universidad de Santiago de Chile,PHO36",Student Branch Chapter,Active,PHO036,IEEE Photonics Society,Society,Active
parent does not list unit as child,SBA92021,"Universidad de Santiago de Chile,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBC62501,"Universidad de Sevilla,C16",Student Branch Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,SBA07081S,Universidad de Sonsonate SB SIGHT,Affinity,Active,C-SIGHTSC,IEEE SIGHT Steering Committee,Committee,Active
parent does not list unit as child,SBC07081A,"Universidad de Sonsonate, C16",Student Branch Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,SBC07081B,"Universidad de Sonsonate, PE31",Student Branch Chapter,Active,PE031,IEEE Power & Energy Society,Society,Active
parent does not list unit as child,SBA07081,"Universidad de Sonsonate, WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBC07081C,"Universidad de Sonsonate,IA34",Student Branch Chapter,Active,IA034,IEEE Industry Applications Society,Society,Active
parent does not list unit as child,SBC07081D,"Universidad de Sonsonate,RA24",Student Branch Chapter,Active,RA024,IEEE Robotics and Automation Society,Society,Active
parent does not list unit as child,SBA10031,"Universidad de Valencia - ETSE, WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBC64627A,"Universidad de Valparaiso,CIS11",Student Branch Chapter,Active,CIS011,IEEE Computational Intelligence Society,Society,Active
parent does not list unit as child,SBC64627,"Universidad de Valparaiso,EMB18",Student Branch Chapter,Active,EMB018,IEEE Engineering Medicine and Biology Society,Society,Active
parent does not list unit as child,SBA12501,"Universidad de Vigo,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBA11021,"Universidad Del Azuay, WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBC33031,"Universidad Del Bio-Bio,C16",Student Branch Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,SBC33031A,"Universidad Del Bio-Bio,PHO36",Student Branch Chapter,Active,PHO036,IEEE Photonics Society,Society,Active
parent does not list unit as child,SBA33031,"Universidad Del Bio-Bio,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBC09161C,"Universidad del Cauca,AES10",Student Branch Chapter,Active,AES010,IEEE Aerospace and Electronic Systems Society,Society,Active
parent does not list unit as child,SBC09161B,"Universidad del Cauca,C16",Student Branch Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,SBC09161,"Universidad del Cauca,C16/COM19",Student Branch Chapter,Active,COM019,IEEE Communications Society,Society,Active
parent does not list unit as child,SBC09161,"Universidad del Cauca,C16/COM19",Student Branch Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,SBC09161A,"Universidad del Cauca,COM19",Student Branch Chapter,Active,COM019,IEEE Communications Society,Society,Active
parent does not list unit as child,SBC09161D,"Universidad del Cauca,ED15",Student Branch Chapter,Active,ED015,IEEE Electron Devices Society,Society,Active
parent does not list unit as child,SBA09161,"Universidad del Cauca,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBC04861A,"Universidad del Cono Sur de las Americas, C16",Student Branch Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,SBA08871,"Universidad del Magdalena, WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBC08871D,"Universidad del Magdalena,C16",Student Branch Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,SBC08871B,"Universidad del Magdalena,PE31/SYS45",Student Branch Chapter,Active,PE031,IEEE Power & Energy Society,Society,Active
parent does not list unit as child,SBC63011I,"Universidad del Norte,AES010",Student Branch Chapter,Active,AES010,IEEE Aerospace and Electronic Systems Society,Society,Active
parent does not list unit as child,SBC63011K,"Universidad del Norte,E25",Student Branch Chapter,Active,E025,IEEE Education Society,Society,Active
parent does not list unit as child,SBC63011H,"Universidad del Norte,IA34",Student Branch Chapter,Active,IA034,IEEE Industry Applications Society,Society,Active
parent does not list unit as child,SBC63011J,"Universidad del Norte,TEM14",Student Branch Chapter,Active,TEM014,IEEE Technology and Engineering Management Society,Society,Active
parent does not list unit as child,SBC63011G,"Universidad del Norte,VT06",Student Branch Chapter,Active,VT006,IEEE Vehicular Technology Society,Society,Active
parent does not list unit as child,SBC64265A,"Universidad del Pacifico,CIS11",Student Branch Chapter,Active,CIS011,IEEE Computational Intelligence Society,Society,Active
parent does not list unit as child,SBA64265S,"Universidad del Pacifico,SIGHT",Affinity,Active,C-SIGHTSC,IEEE SIGHT Steering Committee,Committee,Active
parent does not list unit as child,SBA64265,"Universidad del Pacifico,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBC65911,"Universidad del Quindio,ED15",Student Branch Chapter,Active,ED015,IEEE Electron Devices Society,Society,Active
parent does not list unit as child,SBA65911,"Universidad del Quindio,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBC63451,"Universidad del Salvador,PE31",Student Branch Chapter,Active,PE031,IEEE Power & Energy Society,Society,Active
parent does not list unit as child,SBC63451A,"Universidad del Salvador,RA24",Student Branch Chapter,Active,RA024,IEEE Robotics and Automation Society,Society,Active
parent does not list unit as child,SBA63451,"Universidad del Salvador,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBC6251C,"Universidad Del Sol, IA34",Student Branch Chapter,Active,IA034,IEEE Industry Applications Society,Society,Active
parent does not list unit as child,SBC95801A,"Universidad del Valle, RA24",Student Branch Chapter,Active,RA024,IEEE Robotics and Automation Society,Society,Active
parent does not list unit as child,SBC95801C,"Universidad del Valle,AES10",Student Branch Chapter,Active,AES010,IEEE Aerospace and Electronic Systems Society,Society,Active
parent does not list unit as child,SBC95801G,"Universidad del Valle,C16",Student Branch Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,SBC95801D,"Universidad del Valle,CS23",Student Branch Chapter,Active,CS023,IEEE Control Systems Society,Society,Active
parent does not list unit as child,SBC95801F,"Universidad del Valle,IM09",Student Branch Chapter,Active,IM009,IEEE Instrumentation and Measurement Society,Society,Active
parent does not list unit as child,SBC95801B,"Universidad del Valle,PE31",Student Branch Chapter,Active,PE031,IEEE Power & Energy Society,Society,Active
parent does not list unit as child,SBC95801E,"Universidad del Valle,PHO36",Student Branch Chapter,Active,PHO036,IEEE Photonics Society,Society,Active
parent does not list unit as child,SBA95801,"Universidad del Valle,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBA95801,"Universidad del Valle,WIE",Affinity,Active,CMC4000,IEEE Women In Engineering,Committee,Active
parent does not list unit as child,SBC29631,"Universidad del Zulia,IA34",Student Branch Chapter,Active,IA034,IEEE Industry Applications Society,Society,Active
parent does not list unit as child,SBC06771A,"Universidad Diego Portales, C16",Student Branch Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,SBA06771,"Universidad Diego Portales, WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBC06771B,"Universidad Diego Portales,COM19",Student Branch Chapter,Active,COM019,IEEE Communications Society,Society,Active
parent does not list unit as child,SBA60431S,Universidad Don Bosco SB SIGHT Group,Affinity,Active,C-SIGHTSC,IEEE SIGHT Steering Committee,Committee,Active
parent does not list unit as child,SBC60431D,"Universidad Don Bosco,AES10",Student Branch Chapter,Active,AES010,IEEE Aerospace and Electronic Systems Society,Society,Active
parent does not list unit as child,SBC60431C,"Universidad Don Bosco,C16",Student Branch Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,SBC60431I,"Universidad Don Bosco,CAS04",Student Branch Chapter,Active,CAS004,IEEE Circuits and Systems Society,Society,Active
parent does not list unit as child,SBC60431A,"Universidad Don Bosco,COM19",Student Branch Chapter,Active,COM019,IEEE Communications Society,Society,Active
parent does not list unit as child,SBC60431G,"Universidad Don Bosco,ED15",Student Branch Chapter,Active,ED015,IEEE Electron Devices Society,Society,Active
parent does not list unit as child,SBC60431E,"Universidad Don Bosco,EMB18",Student Branch Chapter,Active,EMB018,IEEE Engineering Medicine and Biology Society,Society,Active
parent does not list unit as child,SBC60431H,"Universidad Don Bosco,IA34",Student Branch Chapter,Active,IA034,IEEE Industry Applications Society,Society,Active
parent does not list unit as child,SBC60431,"Universidad Don Bosco,PE31",Student Branch Chapter,Active,PE031,IEEE Power & Energy Society,Society,Active
parent does not list unit as child,SBC60431B,"Universidad Don Bosco,RA24",Student Branch Chapter,Active,RA024,IEEE Robotics and Automation Society,Society,Active
parent does not list unit as child,SBA60431,"Universidad Don Bosco,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBA10117,"Universidad Dr Jose Matias Delgado,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SCH60951,Universidad El Bosque,Academic,Active,R90705,Colombia Section,Section,Active
parent does not list unit as child,SBC60951A,"Universidad el Bosque, C16",Student Branch Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,SBC60951C,"Universidad el Bosque, EMB18",Student Branch Chapter,Active,EMB018,IEEE Engineering Medicine and Biology Society,Society,Active
parent does not list unit as child,SBC60951D,"Universidad El Bosque, PE31",Student Branch Chapter,Active,PE031,IEEE Power & Energy Society,Society,Active
parent does not list unit as child,SBC60951E,"Universidad el Bosque, RA24",Student Branch Chapter,Active,RA024,IEEE Robotics and Automation Society,Society,Active
parent does not list unit as child,SBC62761,"Universidad Estadual Paulista,C16",Student Branch Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,SBC62761A,"Universidad Estadual Paulista,PE31",Student Branch Chapter,Active,PE031,IEEE Power & Energy Society,Society,Active
parent does not list unit as child,SBC62761B,"Universidad Estadual Paulista,RA24",Student Branch Chapter,Active,RA024,IEEE Robotics and Automation Society,Society,Active
parent does not list unit as child,SBA62761,"Universidad Estadual Paulista,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBC62091,"Universidad Estadual Paulista-Guaratingueta,C16",Student Branch Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,SBA62091,"Universidad Estadual Paulista-Guaratingueta,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBA20121,"Universidad Estadual Paulista-Ilha Solteira,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBC20209,"Universidad Estatal Peninsula de Santa Elena,AP03",Student Branch Chapter,Active,AP003,IEEE Antennas and Propagation Society,Society,Active
parent does not list unit as child,SBC20209B,"Universidad Estatal Peninsula de Santa Elena,COM19",Student Branch Chapter,Active,COM019,IEEE Communications Society,Society,Active
parent does not list unit as child,SBC20209A,Universidad Estatal Peninsula de Santa Elena.RA24,Student Branch Chapter,Active,RA024,IEEE Robotics and Automation Society,Society,Active
parent does not list unit as child,SBA20209,"Universidad Estatal Peninsula de Santa,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBA20209,"Universidad Estatal Peninsula de Santa,WIE",Affinity,Active,CMC4000,IEEE Women In Engineering,Committee,Active
parent does not list unit as child,SBA29381,"Universidad Evangélica de El Salvador,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBA29381,"Universidad Evangélica de El Salvador,WIE",Affinity,Active,CMC4000,IEEE Women In Engineering,Committee,Active
parent does not list unit as child,SBC10591A,"Universidad Francisco de Paula Santander,COM19",Student Branch Chapter,Active,COM019,IEEE Communications Society,Society,Active
parent does not list unit as child,SBC10591B,"Universidad Francisco de Paula Santander,PE31",Student Branch Chapter,Active,PE031,IEEE Power & Energy Society,Society,Active
parent does not list unit as child,SBC10591C,"Universidad Francisco de Paula Santander,RA24",Student Branch Chapter,Active,RA024,IEEE Robotics and Automation Society,Society,Active
parent does not list unit as child,SBC10591D,"Universidad Francisco de Paula Santander,SP01",Student Branch Chapter,Active,SP001,IEEE Signal Processing Society,Society,Active
parent does not list unit as child,SBA10591,"Universidad Francisco De Paula Santander,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBA39511,"Universidad Galileo,WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBC06121A,"Universidad Iberoamericana Ciudad de Mexico,C16",Student Branch Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,SBC06121,"Universidad Iberoamericana Ciudad de Mexico,COM19",Student Branch Chapter,Active,COM019,IEEE Communications Society,Society,Active
parent does not list unit as child,SBC06121B,"Universidad Iberoamericana Ciudad de Mexico,RA24",Student Branch Chapter,Active,RA024,IEEE Robotics and Automation Society,Society,Active
parent does not list unit as child,SBC60210971,"Universidad Indoamerica,TEM14",Student Branch Chapter,Active,TEM014,IEEE Technology and Engineering Management Society,Society,Active
parent does not list unit as child,SBA10511,"Universidad Industrial de Santander, WIE",Affinity,Active,WIE050,IEEE Women in Engineering,Society,Active
parent does not list unit as child,SBC10511E,"Universidad Industrial de Santander,AES10",Student Branch Chapter,Active,AES010,IEEE Aerospace and Electronic Systems Society,Society,Active
parent does not list unit as child,SBC10511I,"Universidad Industrial de Santander,C16",Student Branch Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,SBC10511H,"Universidad Industrial de Santander,CS23",Student Branch Chapter,Active,CS023,IEEE Control Systems Society,Society,Active
parent does not list unit as child,SBC10511J,"Universidad Industrial de Santander,E25",Student Branch Chapter,Active,E025,IEEE Education Society,Society,Active
parent does not list unit as child,SBC10511D,"Universidad Industrial de Santander,ED15",Student Branch Chapter,Active,ED015,IEEE Electron Devices Society,Society,Active
parent does not list unit as child,SBC10511C,"Universidad Industrial de Santander,EMB18",Student Branch Chapter,Active,EMB018,IEEE Engineering Medicine and Biology Society,Society,Active
parent does not list unit as child,SBC1015A,"Universidad Industrial de Santander,PE31",Student Branch Chapter,Active,PE031,IEEE Power & Energy Society,Society,Active
parent does not list unit as child,SBC10511G,"Universidad Industrial de Santander,RA24",Student Branch Chapter,Active,RA024,IEEE Robotics and Automation Society,Society,Active
parent does not list unit as child,SBC10511F,"Universidad Industrial de Santander,SSC37",Student Branch Chapter,Active,SSC037,IEEE Solid-State Circuits Society,Society,Active
parent does not list unit as child,SBC15611,"Universidad Internacional del Ecuador,C16",Student Branch Chapter,Active,C016,IEEE Computer Society,Society,Active
parent does not list unit as child,SBC15611A,"Universidad Internacional del Ecuador,COM19",Student Branch Chapter,Active,COM019,IEEE Communications Society,Society,Active
